Id,Time,Long,Lat,Air Temp,BarPress(in),Wind Dir(DegMag),Wind Dir(DegTrue),Wind Speed (Knot),Wind Speed (m/s),BarPress(mb)
265486080,07/11/14 17:18,-8.235594749,51.76856995,9.5,29.3646,251.5,247.4,13.8,7.1,994.4
265487884,07/11/14 17:21,-8.235596657,51.76856995,9.3,29.3617,264.3,260.2,17.5,9,994.3
265488433,07/11/14 17:24,-8.235598564,51.76856995,9.3,29.3676,251.8,247.7,13.3,6.8,994.5
265490247,07/11/14 17:27,-8.235598564,51.76856995,9.2,29.3646,263.4,259.3,13.9,7.2,994.4
265492061,07/11/14 17:30,-8.235594749,51.76856995,9.4,29.3705,256.4,252.3,14.5,7.5,994.6
265493864,07/11/14 17:33,-8.235594749,51.76856995,9,29.3646,254.2,250.1,14.9,7.7,994.4
265495680,07/11/14 17:36,-8.235598564,51.76856995,9.2,29.3676,249.4,245.3,13.9,7.2,994.5
265497493,07/11/14 17:39,-8.23560524,51.76856995,9.1,29.3705,262.1,258,13,6.7,994.6
265499297,07/11/14 17:42,-8.235604286,51.76856995,9.1,29.3676,249.3,245.2,15.4,7.9,994.5
265501103,07/11/14 17:45,-8.23560524,51.76856995,9,29.3646,253.1,249,17.6,9.1,994.4
265502916,07/11/14 17:48,-8.235598564,51.76857758,9,29.3587,241.4,237.3,17.2,8.8,994.2
265504720,07/11/14 17:51,-8.235601425,51.76856995,9,29.3617,257.1,253,16.4,8.4,994.3
265506533,07/11/14 17:54,-8.235601425,51.76856995,9,29.3676,254.1,250,16.8,8.6,994.5
265508342,07/11/14 17:57,-8.235607147,51.76856995,9,29.3558,261.4,257.3,18.7,9.6,994.1
265510152,07/11/14 18:00,-8.235611916,51.76856995,8.9,29.3617,249,244.9,15.8,8.1,994.3
265511956,07/11/14 18:03,-8.235612869,51.76856995,8.9,29.3617,252.1,248,15.6,8,994.3
265513760,07/11/14 18:06,-8.235611916,51.76856995,9,29.3558,248,243.9,17.5,9,994.1
265515565,07/11/14 18:09,-8.23560524,51.76856995,9,29.3587,248.5,244.4,15,7.7,994.2
265517368,07/11/14 18:12,-8.235608101,51.76856995,9,29.3646,263.6,259.5,16.2,8.3,994.4
265519182,07/11/14 18:15,-8.235611916,51.76856995,8.7,29.3617,254.1,250,18.6,9.6,994.3
265520987,07/11/14 18:18,-8.235610008,51.76856995,9,29.3705,252.7,248.6,15.8,8.1,994.6
265522801,07/11/14 18:21,-8.235608101,51.76856232,9,29.3735,254.3,250.2,14.1,7.3,994.7
265524604,07/11/14 18:24,-8.235610008,51.76856232,8.8,29.3705,250.1,246,12.3,6.3,994.6
265526408,07/11/14 18:27,-8.235610008,51.76856232,8.8,29.3705,256.3,252.2,13.3,6.8,994.6
265528212,07/11/14 18:30,-8.235608101,51.76856232,8.8,29.3705,255.7,251.6,17,8.7,994.6
265530016,07/11/14 18:33,-8.235608101,51.76856232,8.8,29.3735,245.8,241.7,16.5,8.5,994.7
265531820,07/11/14 18:36,-8.23560524,51.76856232,8.8,29.3735,248.9,244.8,15.3,7.9,994.7
265533625,07/11/14 18:39,-8.235604286,51.76856232,8.7,29.3735,259.9,255.8,16.8,8.6,994.7
265535437,07/11/14 18:42,-8.23560524,51.76856995,8.5,29.3764,250.9,246.8,14.7,7.6,994.8
265537243,07/11/14 18:45,-8.235604286,51.76856232,8.6,29.3764,252.2,248.1,13,6.7,994.8
265539056,07/11/14 18:48,-8.235604286,51.76856232,8.6,29.3794,252.8,248.7,13.2,6.8,994.9
265540860,07/11/14 18:51,-8.235601425,51.76856232,8.8,29.3764,250.6,246.5,14.1,7.3,994.8
265542664,07/11/14 18:54,-8.23560524,51.76856232,8.6,29.3735,255.3,251.2,12.2,6.3,994.7
265544479,07/11/14 18:57,-8.235604286,51.76856232,8.7,29.3794,253.7,249.6,14.7,7.6,994.9
265546282,07/11/14 19:00,-8.235604286,51.76855469,8.6,29.3794,254.6,250.5,14,7.2,994.9
265548088,07/11/14 19:03,-8.235604286,51.76855469,8.5,29.3794,251.3,247.2,15.1,7.8,994.9
265549900,07/11/14 19:06,-8.23560524,51.76855469,8.5,29.3794,251.5,247.4,14.8,7.6,994.9
265551715,07/11/14 19:09,-8.235604286,51.76855469,8.7,29.3823,263.7,259.6,13.9,7.2,995
265553518,07/11/14 19:12,-8.235601425,51.76855469,8.7,29.3794,259.2,255.1,19.5,10,994.9
265555324,07/11/14 19:15,-8.235604286,51.76855469,8.6,29.3823,264.7,260.6,13,6.7,995
265557137,07/11/14 19:18,-8.235607147,51.76855469,8.7,29.3764,270.2,266.1,13.9,7.2,994.8
265558951,07/11/14 19:21,-8.235608101,51.76855469,8.7,29.3735,264.3,260.2,14.3,7.4,994.7
265560764,07/11/14 19:24,-8.235611916,51.76855469,8.5,29.3735,263.5,259.4,12.8,6.6,994.7
265562569,07/11/14 19:27,-8.235612869,51.76855469,8.3,29.3764,262.7,258.6,12.8,6.6,994.8
265564383,07/11/14 19:30,-8.235614777,51.76855469,8.3,29.3705,264.4,260.3,10.8,5.6,994.6
265566188,07/11/14 19:33,-8.235614777,51.76855469,8.3,29.3764,254.1,250,9.8,5,994.8
265568001,07/11/14 19:36,-8.235614777,51.76855469,8.3,29.3764,258.2,254.1,8.8,4.5,994.8
265569806,07/11/14 19:39,-8.235612869,51.76855469,8.2,29.3705,249.1,245,12,6.2,994.6
265571611,07/11/14 19:42,-8.235610008,51.76854706,8.3,29.3794,256.6,252.5,12,6.2,994.9
265573424,07/11/14 19:45,-8.235614777,51.76854706,8.2,29.3764,258.3,254.2,13.8,7.1,994.8
265575240,07/11/14 19:48,-8.235611916,51.76854706,8.3,29.3735,244,239.9,12,6.2,994.7
265577054,07/11/14 19:51,-8.235610008,51.76854706,8.3,29.3794,237.2,233.1,17.4,9,994.9
265578868,07/11/14 19:54,-8.235608101,51.76853943,8.4,29.3853,261.7,257.6,15,7.7,995.1
265580682,07/11/14 19:57,-8.235608101,51.76854706,8.7,29.3853,247.2,243.1,16.1,8.3,995.1
265582486,07/11/14 20:00,-8.235607147,51.76854706,8.5,29.3853,263,258.9,16,8.2,995.1
265584298,07/11/14 20:03,-8.235610008,51.76854706,8.6,29.3853,244.8,240.7,14.7,7.6,995.1
265586104,07/11/14 20:06,-8.235612869,51.76854706,8.6,29.3794,261.7,257.6,16.5,8.5,994.9
265587908,07/11/14 20:09,-8.235614777,51.76854706,8.6,29.3853,256,251.9,11.8,6.1,995.1
265589722,07/11/14 20:12,-8.235611916,51.76855469,8.6,29.3853,232,227.9,16.6,8.5,995.1
265591525,07/11/14 20:15,-8.235611916,51.76855469,8.7,29.3823,254.2,250.1,17.8,9.2,995
265593330,07/11/14 20:18,-8.235612869,51.76855469,8.6,29.3823,239.7,235.6,18.9,9.7,995
265595134,07/11/14 20:21,-8.235611916,51.76855469,8.6,29.3794,257.1,253,19.1,9.8,994.9
265596948,07/11/14 20:24,-8.235607147,51.76855469,8.6,29.3853,246.7,242.6,15.6,8,995.1
265598752,07/11/14 20:27,-8.235608101,51.76855469,8.7,29.3853,258.9,254.8,17.7,9.1,995.1
265600566,07/11/14 20:30,-8.235604286,51.76855469,8.9,29.3941,251.3,247.2,17,8.7,995.4
265602370,07/11/14 20:33,-8.235598564,51.76856232,8.9,29.3853,261.8,257.7,20.5,10.5,995.1
265604184,07/11/14 20:36,-8.235596657,51.76855469,8.8,29.3912,253.6,249.5,18,9.3,995.3
265605989,07/11/14 20:39,-8.235599518,51.76854706,8.9,29.3912,259.3,255.2,17.8,9.2,995.3
265607802,07/11/14 20:42,-8.235604286,51.76854706,9,29.3912,249.4,245.3,16.8,8.6,995.3
265609609,07/11/14 20:45,-8.235604286,51.76854706,9.1,29.3912,250.5,246.4,16.6,8.5,995.3
265611410,07/11/14 20:48,-8.235604286,51.76854706,8.8,29.3941,238,233.9,17.5,9,995.4
265613223,07/11/14 20:51,-8.235608101,51.76854706,8.9,29.3912,247.7,243.6,18,9.3,995.3
265615028,07/11/14 20:54,-8.235604286,51.76855469,9,29.3941,249.2,245.1,18.8,9.7,995.4
265616832,07/11/14 20:57,-8.235604286,51.76855469,9,29.3971,249.4,245.3,21.8,11.2,995.5
265618645,07/11/14 21:00,-8.235611916,51.76855469,8.9,29.3912,247.4,243.3,20.5,10.5,995.3
265620450,07/11/14 21:03,-8.235607147,51.76855469,9.2,29.3941,248.7,244.6,16.1,8.3,995.4
265622255,07/11/14 21:06,-8.235614777,51.76855469,9.2,29.3912,255.1,251,16.9,8.7,995.3
265624058,07/11/14 21:09,-8.235616684,51.76855469,9.3,29.3823,249.4,245.3,19.5,10,995
265625873,07/11/14 21:12,-8.235616684,51.76856232,9.3,29.3941,233.9,229.8,13.6,7,995.4
265627686,07/11/14 21:15,-8.235617638,51.76855469,9.2,29.3882,251.1,247,16.6,8.5,995.2
265629500,07/11/14 21:18,-8.235622406,51.76855469,9.3,29.3882,242.5,238.4,16.1,8.3,995.2
265631304,07/11/14 21:21,-8.23562336,51.76856232,9.3,29.3823,244.7,240.6,17.3,8.9,995
265633119,07/11/14 21:24,-8.23562336,51.76856232,9.4,29.3823,239.3,235.2,19,9.8,995
265634933,07/11/14 21:27,-8.235612869,51.76856232,9.4,29.3882,246.9,242.8,17.6,9.1,995.2
265636737,07/11/14 21:30,-8.235612869,51.76856232,9.4,29.3941,248.2,244.1,18.6,9.6,995.4
265638541,07/11/14 21:33,-8.235614777,51.76856232,9.2,29.3853,248,243.9,17,8.7,995.1
265640346,07/11/14 21:36,-8.235617638,51.76856995,9.2,29.3823,245,240.9,18.3,9.4,995
265642160,07/11/14 21:39,-8.235622406,51.76856995,9.2,29.3823,253.5,249.4,21.5,11.1,995
265643973,07/11/14 21:42,-8.235620499,51.76856232,9.1,29.3941,253.2,249.1,17.3,8.9,995.4
265645789,07/11/14 21:45,-8.235612869,51.76856232,9.3,29.3882,255.3,251.2,18.5,9.5,995.2
265647592,07/11/14 21:48,-8.235611916,51.76856232,9.2,29.403,262.9,258.8,12.6,6.5,995.7
265649407,07/11/14 21:51,-8.235608101,51.76856232,9.2,29.4001,234.6,230.5,17.4,9,995.6
265651221,07/11/14 21:54,-8.235612869,51.76856232,9.2,29.3971,265,260.9,12.9,6.6,995.5
265653035,07/11/14 21:58,-8.235614777,51.76856995,9.2,29.4001,251.6,247.5,13.9,7.2,995.6
265654838,07/11/14 22:01,-8.235614777,51.76856995,9.4,29.3941,245.6,241.5,18.5,9.5,995.4
265656653,07/11/14 22:04,-8.235617638,51.76856995,9.4,29.3971,240.6,236.5,14.2,7.3,995.5
265658457,07/11/14 22:07,-8.235616684,51.76856232,9.1,29.4001,243.5,239.4,15,7.7,995.6
265660271,07/11/14 22:10,-8.235620499,51.76856995,9.3,29.3912,234.3,230.2,17.1,8.8,995.3
265662075,07/11/14 22:13,-8.235617638,51.76856995,9.4,29.3882,238.7,234.6,14.4,7.4,995.2
265663879,07/11/14 22:16,-8.235617638,51.76857758,9.4,29.3941,255.5,251.4,16.9,8.7,995.4
265665683,07/11/14 22:19,-8.235620499,51.76858902,9.2,29.3941,236.2,232.1,12.7,6.5,995.4
265667487,07/11/14 22:22,-8.235620499,51.76859665,9.4,29.3882,243.6,239.5,15.4,7.9,995.2
265669302,07/11/14 22:25,-8.235622406,51.76859665,9.4,29.3912,252,247.9,15.7,8.1,995.3
265671118,07/11/14 22:28,-8.235620499,51.76858902,9.5,29.3941,248.5,244.4,15.9,8.2,995.4
265672929,07/11/14 22:31,-8.235620499,51.76859665,9.7,29.3941,242.9,238.8,14.2,7.3,995.4
265674744,07/11/14 22:34,-8.23562336,51.76859665,9.7,29.3882,234.2,230.1,18.9,9.7,995.2
265676548,07/11/14 22:37,-8.235620499,51.76859665,9.7,29.3882,238.9,234.8,21.5,11.1,995.2
265678351,07/11/14 22:40,-8.235620499,51.76859665,9.7,29.3912,249.8,245.7,18.3,9.4,995.3
265680164,07/11/14 22:43,-8.235622406,51.76859665,9.8,29.3853,233.3,229.2,21.4,11,995.1
265681981,07/11/14 22:46,-8.235611916,51.76859665,9.7,29.3853,245.8,241.7,18.2,9.4,995.1
265683794,07/11/14 22:49,-8.235611916,51.76858902,9.3,29.3882,239,234.9,14.6,7.5,995.2
265685608,07/11/14 22:52,-8.235614777,51.76859665,9.4,29.3941,251.7,247.6,14.6,7.5,995.4
265687412,07/11/14 22:55,-8.235625267,51.76860428,9.3,29.3912,244.8,240.7,13.3,6.8,995.3
265689226,07/11/14 22:58,-8.23562336,51.76859665,9.3,29.3882,258.5,254.4,14.3,7.4,995.2
